    Snapshot	T-R Separation Distance (m)	Received Power (dBm)	Path Loss (dB)	RMS Delay Spread (ns)	
      18	                     35.1	          -39.5	          118.7	                36.8
      18	                     35.1	          -43.0	          122.2	                30.7
      18	                     35.1	          -34.4	          113.6	                36.0
      18	                     35.1	          -28.5	          107.7	                25.4
      18	                     35.1	          -43.0	          122.2	                42.2
      18	                     35.1	          -39.3	          118.5	                27.2
      18	                     35.1	          -29.0	          108.2	                 9.0
      18	                     35.1	          -33.9	          113.1	                12.9
      19	                     35.0	          -17.4	           96.6	                 3.7
      19	                     35.0	          -27.4	          106.7	                 1.8
      19	                     35.0	          -27.5	          106.7	                12.2
      19	                     35.0	          -21.4	          100.6	                 2.6
      19	                     35.0	          -20.9	          100.2	                 3.3
      19	                     35.0	          -27.1	          106.3	                 3.2
      19	                     35.0	          -24.1	          103.3	                 1.1
      19	                     35.0	          -31.4	          110.6	                14.5
      19	                     35.0	          -24.2	          103.4	                 3.7
      19	                     35.0	          -35.5	          114.7	                15.0
      19	                     35.0	          -30.2	          109.4	                 6.8
      19	                     35.0	          -32.4	          111.6	                 6.3
      19	                     35.0	          -24.6	          103.8	                16.8
      19	                     35.0	          -29.0	          108.2	                 4.8
      19	                     35.0	          -32.4	          111.6	                15.2
      19	                     35.0	          -22.5	          101.8	                 3.9
      19	                     35.0	          -34.6	          113.8	                 7.7
      19	                     35.0	          -27.9	          107.1	                16.2
      19	                     35.0	          -27.0	          106.2	                 6.0
      19	                     35.0	          -29.7	          108.9	                22.4
      19	                     35.0	          -27.1	          106.3	                 8.4
      19	                     35.0	          -36.3	          115.6	                14.4
      19	                     35.0	          -33.4	          112.6	                23.5
      19	                     35.0	          -33.7	          112.9	                20.7
      19	                     35.0	          -24.1	          103.4	                17.1
      19	                     35.0	          -32.6	          111.8	                27.7
      19	                     35.0	          -34.0	          113.2	                27.8
      19	                     35.0	          -32.1	          111.3	                18.1
      19	                     35.0	          -32.7	          111.9	                13.1
      19	                     35.0	          -38.8	          118.0	                41.9
      19	                     35.0	          -37.9	          117.1	                20.3
      19	                     35.0	          -36.1	          115.3	                53.9
      19	                     35.0	          -46.3	          125.5	                50.2
      19	                     35.0	          -32.7	          111.9	                17.4
      19	                     35.0	          -41.4	          120.7	                57.0
      19	                     35.0	          -30.6	          109.8	                11.0
      19	                     35.0	          -29.8	          109.0	                 5.8
      19	                     35.0	          -57.6	          136.8	                71.7
      19	                     35.0	          -45.4	          124.6	                48.1
      19	                     35.0	          -41.6	          120.9	                21.4
      20	                     34.9	          -22.1	          101.3	                 1.1
      20	                     34.9	          -20.2	           99.4	                10.5
      20	                     34.9	          -20.9	          100.1	                 6.0
      20	                     34.9	          -23.6	          102.8	                 5.5
      20	                     34.9	          -25.1	          104.3	                11.3
      20	                     34.9	          -23.4	          102.6	                 2.1
      20	                     34.9	          -23.2	          102.4	                 6.0
      20	                     34.9	          -31.0	          110.2	                 2.7
      20	                     34.9	          -24.7	          103.9	                 3.3
      20	                     34.9	          -35.7	          114.9	                33.1
      20	                     34.9	          -34.5	          113.7	                 4.8
      20	                     34.9	          -29.8	          109.0	                 4.0
      20	                     34.9	          -23.4	          102.6	                23.1
      20	                     34.9	          -37.5	          116.7	                 6.5
      20	                     34.9	          -34.5	          113.7	                16.2
      20	                     34.9	          -28.3	          107.5	                20.0
      20	                     34.9	          -34.0	          113.3	                 7.3
      20	                     34.9	          -23.2	          102.4	                10.4
      20	                     34.9	          -27.6	          106.8	                16.3
      20	                     34.9	          -28.6	          107.9	                21.0
      20	                     34.9	          -29.3	          108.5	                15.9
      20	                     34.9	          -35.9	          115.1	                11.5
      20	                     34.9	          -31.9	          111.2	                15.9
      20	                     34.9	          -38.5	          117.7	                31.5
      20	                     34.9	          -23.3	          102.5	                23.4
      20	                     34.9	          -35.4	          114.6	                20.1
      20	                     34.9	          -34.5	          113.8	                21.4
      20	                     34.9	          -35.3	          114.5	                39.0
      20	                     34.9	          -33.5	          112.7	                30.7
      20	                     34.9	          -31.5	          110.7	                14.9
      20	                     34.9	          -31.3	          110.5	                23.8
      20	                     34.9	          -42.3	          121.5	                39.6
      20	                     34.9	          -37.0	          116.2	                28.6
      20	                     34.9	          -45.8	          125.0	                49.6
      20	                     34.9	          -39.3	          118.5	                51.3
      21	                     34.7	          -22.1	          101.3	                 0.8
      21	                     34.7	          -20.2	           99.4	                10.5
      21	                     34.7	          -20.9	          100.1	                 6.0
      21	                     34.7	          -23.6	          102.8	                 5.3
      21	                     34.7	          -25.1	          104.3	                10.1
      21	                     34.7	          -23.4	          102.6	                 2.0
      21	                     34.7	          -23.2	          102.4	                 4.9
      21	                     34.7	          -31.0	          110.2	                 2.6
      21	                     34.7	          -24.7	          103.9	                 3.2
      21	                     34.7	          -36.7	          115.9	                11.2
      21	                     34.7	          -34.5	          113.7	                 4.6
      21	                     34.7	          -29.8	          109.0	                 4.0
      21	                     34.7	          -23.4	          102.6	                23.0
      21	                     34.7	          -37.5	          116.7	                 6.2
      21	                     34.7	          -34.5	          113.7	                16.2
      21	                     34.7	          -28.4	          107.6	                15.9
      21	                     34.7	          -34.0	          113.3	                 7.3
      21	                     34.7	          -23.2	          102.4	                10.4
      21	                     34.7	          -27.7	          106.9	                13.9
      21	                     34.7	          -28.6	          107.9	                21.0
      21	                     34.7	          -29.3	          108.5	                14.9
      21	                     34.7	          -35.9	          115.1	                11.5
      21	                     34.7	          -32.3	          111.5	                 7.5
      21	                     34.7	          -39.5	          118.7	                16.2
      21	                     34.7	          -23.3	          102.5	                23.4
      21	                     34.7	          -35.4	          114.6	                19.6
      22	                     35.6	          -15.5	           94.7	                 0.1
      22	                     35.6	          -20.3	           99.5	                 0.1
      22	                     35.6	          -14.5	           93.7	                 0.1
      22	                     35.6	          -26.9	          106.1	                 1.1
      22	                     35.6	          -30.9	          110.2	                 0.1
      22	                     35.6	          -29.8	          109.0	                 0.9
      22	                     35.6	          -33.4	          112.6	                 3.2
      22	                     35.6	          -16.8	           96.0	                 0.2
      23	                     36.4	          -20.2	           99.4	                 0.1
      23	                     36.4	          -18.8	           98.0	                 0.1
      23	                     36.4	          -22.3	          101.5	                 0.6
      23	                     36.4	          -19.8	           99.1	                 0.7
      23	                     36.4	          -17.3	           96.5	                 0.0
      23	                     36.4	          -27.1	          106.3	                 0.6
      23	                     36.4	          -34.9	          114.2	                 3.3
      23	                     36.4	          -14.2	           93.4	                 0.2
      24	                     37.2	          -12.8	           92.0	                 0.1
      24	                     37.2	          -20.9	          100.1	                 0.2
      24	                     37.2	          -17.3	           96.5	                 0.2
      24	                     37.2	          -34.5	          113.7	                 0.6
      24	                     37.2	          -18.0	           97.2	                 0.0
      24	                     37.2	          -39.3	          118.5	                 0.9
      24	                     37.2	          -28.3	          107.5	                 2.8
      24	                     37.2	          -29.1	          108.4	                 1.7
      25	                     38.1	          -23.4	          102.6	                 1.0
      25	                     38.1	          -26.9	          106.1	                 1.5
      25	                     38.1	          -17.8	           97.0	                 0.4
      25	                     38.1	          -16.3	           95.5	                 0.1
      25	                     38.1	          -18.3	           97.5	                 0.0
      25	                     38.1	          -25.5	          104.7	                 0.1
      25	                     38.1	          -15.5	           94.7	                 0.3
      25	                     38.1	          -22.5	          101.7	                 1.0
      26	                     38.9	          -17.4	           96.7	                 0.1
      26	                     38.9	          -13.5	           92.7	                 0.1
      26	                     38.9	          -21.3	          100.5	                 0.6
      26	                     38.9	          -26.7	          105.9	                 0.3
      26	                     38.9	          -27.1	          106.3	                 0.1
      26	                     38.9	          -21.0	          100.2	                 0.3
      26	                     38.9	          -26.3	          105.5	                 1.9
      26	                     38.9	          -18.7	           97.9	                 0.3
      27	                     39.8	          -19.7	           98.9	                 0.3
      27	                     39.8	          -14.6	           93.8	                 0.2
      27	                     39.8	          -24.5	          103.7	                 0.1
      27	                     39.8	          -20.2	           99.4	                 0.0
      27	                     39.8	          -15.5	           94.7	                 0.0
      27	                     39.8	          -27.5	          106.7	                 0.7
      27	                     39.8	          -20.8	          100.0	                 0.8
      27	                     39.8	          -30.4	          109.7	                 0.5
      28	                     40.7	          -17.1	           96.4	                 0.2
      28	                     40.7	          -23.7	          102.9	                 0.3
      28	                     40.7	          -16.5	           95.7	                 0.1
      28	                     40.7	          -31.8	          111.0	                 0.2
      28	                     40.7	          -24.4	          103.6	                 0.2
      28	                     40.7	          -19.9	           99.1	                 0.1
      28	                     40.7	          -24.2	          103.4	                 0.8
      28	                     40.7	          -14.7	           93.9	                 0.1
      29	                     41.5	          -16.7	           95.9	                 0.3
      29	                     41.5	          -16.9	           96.1	                 0.0
      29	                     41.5	          -20.8	          100.0	                 0.1
      29	                     41.5	          -22.1	          101.3	                 0.3
      29	                     41.5	          -15.9	           95.1	                 0.0
      29	                     41.5	          -36.2	          115.4	                 1.5
      29	                     41.5	          -18.3	           97.5	                 0.4
      29	                     41.5	          -28.8	          108.0	                 0.2
      29	                     41.5	          -32.0	          111.2	                 7.8
      29	                     41.5	          -44.7	          123.9	                 0.8
      29	                     41.5	          -39.5	          118.7	                 0.4
      29	                     41.5	          -27.7	          106.9	                 1.0
      29	                     41.5	          -45.1	          124.4	                 1.6
      29	                     41.5	          -27.7	          106.9	                 1.1
      29	                     41.5	          -53.4	          132.6	                 3.0
      29	                     41.5	          -54.7	          133.9	                 6.8
      29	                     41.5	          -56.9	          136.2	                 6.1
      29	                     41.5	          -24.5	          103.7	                 0.4
      29	                     41.5	          -52.8	          132.0	                 3.3
      29	                     41.5	          -51.8	          131.0	                 6.5
      29	                     41.5	          -58.7	          137.9	                 3.1
      29	                     41.5	          -47.5	          126.7	                 7.1
      29	                     41.5	          -35.3	          114.5	                 8.0
      29	                     41.5	          -36.9	          116.1	                 4.5
      29	                     41.5	          -25.1	          104.3	                 0.8
      30	                     42.4	          -19.4	           98.6	                 0.2
      30	                     42.4	          -25.3	          104.5	                 0.2
      30	                     42.4	          -15.0	           94.2	                 0.0
      30	                     42.4	          -13.8	           93.0	                 0.1
      30	                     42.4	          -25.9	          105.1	                 0.2
      30	                     42.4	          -33.9	          113.1	                 1.3
      30	                     42.4	          -23.1	          102.3	                 0.7
      30	                     42.4	          -26.5	          105.7	                 0.1
      30	                     42.4	          -54.0	          133.2	                 2.1
      30	                     42.4	          -60.4	          139.6	                11.2
      30	                     42.4	          -48.4	          127.6	                 5.9
      30	                     42.4	          -46.8	          126.0	                 1.2
      30	                     42.4	          -52.8	          132.0	                 6.9
      30	                     42.4	          -50.6	          129.8	                 1.6
      30	                     42.4	          -36.0	          115.2	                 0.5
      30	                     42.4	          -67.1	          146.3	                 5.6
      30	                     42.4	          -49.8	          129.0	                 1.3
      30	                     42.4	          -63.0	          142.2	                 7.6
      30	                     42.4	          -59.7	          138.9	                 5.3
      30	                     42.4	          -52.5	          131.7	                 2.3
      30	                     42.4	          -60.9	          140.1	                 5.7
      30	                     42.4	          -56.6	          135.9	                 3.1
      30	                     42.4	          -68.3	          147.5	                 7.3
      30	                     42.4	          -54.0	          133.2	                 2.9
      30	                     42.4	          -67.1	          146.3	                 5.7
      30	                     42.4	          -59.7	          138.9	                 4.7
      30	                     42.4	          -53.5	          132.7	                 2.0
      30	                     42.4	          -42.4	          121.6	                 4.8
      30	                     42.4	          -42.7	          121.9	                 4.5
      30	                     42.4	          -31.3	          110.5	                 1.0
      30	                     42.4	          -60.7	          139.9	                 5.7
      30	                     42.4	          -58.7	          137.9	                 4.0
      30	                     42.4	          -49.8	          129.0	                 2.1
      30	                     42.4	          -35.4	          114.6	                 1.1
      30	                     42.4	          -38.5	          117.7	                 0.7
      30	                     42.4	          -66.0	          145.2	                 7.2
      30	                     42.4	          -50.6	          129.8	                 2.4
      30	                     42.4	          -55.6	          134.8	                 3.1
      30	                     42.4	          -52.1	          131.3	                 1.9
      30	                     42.4	          -58.6	          137.8	                 4.3
      30	                     42.4	          -51.1	          130.3	                 1.3
      30	                     42.4	          -69.6	          148.8	                 9.3
      30	                     42.4	          -55.9	          135.1	                 8.1
      30	                     42.4	          -46.1	          125.3	                 1.8
      30	                     42.4	          -51.6	          130.8	                 2.5
      30	                     42.4	          -37.4	          116.6	                 1.2
      31	                     43.3	          -19.4	           98.6	                 0.3
      31	                     43.3	          -25.3	          104.5	                 0.2
      31	                     43.3	          -15.0	           94.2	                 0.0
      31	                     43.3	          -13.8	           93.0	                 0.1
      31	                     43.3	          -25.9	          105.1	                 0.2
      31	                     43.3	          -33.9	          113.1	                 1.3
      31	                     43.3	          -23.1	          102.3	                 0.7
      31	                     43.3	          -26.5	          105.7	                 0.1
      31	                     43.3	          -29.4	          108.6	                 2.4
      31	                     43.3	          -51.2	          130.4	                25.8
      31	                     43.3	          -46.1	          125.3	                 6.7
      31	                     43.3	          -34.3	          113.5	                 1.9
      31	                     43.3	          -62.5	          141.7	                34.5
      31	                     43.3	          -54.2	          133.4	                11.2
      31	                     43.3	          -57.1	          136.3	                28.2
      31	                     43.3	          -57.1	          136.3	                36.6
      31	                     43.3	          -62.4	          141.6	                90.7
      31	                     43.3	          -35.4	          114.6	                 7.6
      31	                     43.3	          -38.5	          117.7	                 3.8
      31	                     43.3	          -61.2	          140.4	                65.4
      31	                     43.3	          -66.2	          145.5	                92.6
      31	                     43.3	          -39.0	          118.2	                 2.9
      31	                     43.3	          -58.8	          138.0	                18.5
      31	                     43.3	          -41.6	          120.8	                 7.7
      31	                     43.3	          -69.2	          148.4	               142.9
      31	                     43.3	          -70.0	          149.2	                33.6
      31	                     43.3	          -56.4	          135.6	                24.2
      31	                     43.3	          -52.6	          131.8	                 6.7
      31	                     43.3	          -54.0	          133.2	                11.1
      31	                     43.3	          -60.4	          139.6	                11.4
      31	                     43.3	          -48.4	          127.6	                 6.1
      31	                     43.3	          -46.8	          126.0	                 3.1
      31	                     43.3	          -52.8	          132.0	                10.5
      31	                     43.3	          -50.6	          129.8	                 7.4
      31	                     43.3	          -36.0	          115.2	                 2.8
      31	                     43.3	          -66.7	          145.9	                95.3
      31	                     43.3	          -49.8	          129.0	                 5.4
      31	                     43.3	          -62.8	          142.0	                64.5
      31	                     43.3	          -59.7	          138.9	                23.7
      31	                     43.3	          -52.5	          131.7	                13.3
      31	                     43.3	          -60.9	          140.1	                25.6
      31	                     43.3	          -56.6	          135.8	                15.1
      31	                     43.3	          -68.2	          147.4	                58.4
      31	                     43.3	          -54.0	          133.2	                21.8
      31	                     43.3	          -67.1	          146.3	                10.2
      31	                     43.3	          -59.6	          138.8	                42.4
      31	                     43.3	          -53.5	          132.7	                18.6
      31	                     43.3	          -42.4	          121.6	                 4.8
      31	                     43.3	          -42.7	          121.9	                 5.0
      31	                     43.3	          -31.3	          110.5	                 2.4
      31	                     43.3	          -60.7	          139.9	                42.1
      31	                     43.3	          -58.7	          137.9	                15.7
      31	                     43.3	          -49.8	          129.0	                16.1
      31	                     43.3	          -35.4	          114.6	                 1.2
      31	                     43.3	          -38.5	          117.7	                 3.5
      31	                     43.3	          -66.0	          145.2	                 8.6
      31	                     43.3	          -50.6	          129.8	                 4.4
      31	                     43.3	          -55.6	          134.8	                 3.7
      31	                     43.3	          -52.1	          131.3	                16.5
      31	                     43.3	          -58.6	          137.8	                12.5
      31	                     43.3	          -51.1	          130.3	                 5.9
      31	                     43.3	          -69.6	          148.8	                27.7
      31	                     43.3	          -55.9	          135.1	                 8.9
      31	                     43.3	          -46.1	          125.3	                 8.1
      31	                     43.3	          -51.6	          130.8	                17.2
      31	                     43.3	          -37.4	          116.6	                 2.3
      32	                     44.2	          -19.4	           98.6	                 2.0
      32	                     44.2	          -25.3	          104.5	                 0.2
      32	                     44.2	          -15.0	           94.2	                 0.0
      32	                     44.2	          -13.8	           93.0	                 0.1
      32	                     44.2	          -25.9	          105.1	                 0.2
      32	                     44.2	          -33.9	          113.1	                 1.3
      32	                     44.2	          -23.1	          102.3	                 0.8
      32	                     44.2	          -26.5	          105.7	                 0.1
      32	                     44.2	          -46.6	          125.8	                59.3
      32	                     44.2	          -42.4	          121.6	                38.4
      32	                     44.2	          -36.2	          115.4	                91.6
      32	                     44.2	          -50.4	          129.6	                97.0
      32	                     44.2	          -44.3	          123.6	                56.8
      32	                     44.2	          -51.3	          130.5	                43.0
      32	                     44.2	          -44.3	          123.6	                27.9
      32	                     44.2	          -67.3	          146.5	               104.0
      32	                     44.2	          -54.7	          133.9	                70.2
      32	                     44.2	          -48.5	          127.7	                45.1
      32	                     44.2	          -31.9	          111.1	                54.8
      32	                     44.2	          -49.6	          128.9	               106.4
      32	                     44.2	          -27.7	          106.9	                 8.7
      32	                     44.2	          -54.5	          133.7	                98.2
      32	                     44.2	          -29.1	          108.3	                 4.7
      32	                     44.2	          -51.2	          130.4	                15.2
      32	                     44.2	          -46.4	          125.6	                32.1
      32	                     44.2	          -34.3	          113.5	                 4.5
      32	                     44.2	          -55.9	          135.1	                94.1
      32	                     44.2	          -52.5	          131.7	                66.8
      32	                     44.2	          -48.1	          127.3	                66.4
      32	                     44.2	          -44.0	          123.2	                60.2
      32	                     44.2	          -52.2	          131.4	                62.5
      32	                     44.2	          -34.1	          113.3	                 8.4
      32	                     44.2	          -34.4	          113.6	                45.6
      32	                     44.2	          -46.8	          126.0	                51.9
      32	                     44.2	          -54.4	          133.6	                45.9
      32	                     44.2	          -36.7	          115.9	                48.7
      32	                     44.2	          -57.4	          136.6	                54.0
      32	                     44.2	          -40.0	          119.2	                 8.4
      32	                     44.2	          -68.4	          147.6	               149.7
      32	                     44.2	          -68.8	          148.0	                84.5
      32	                     44.2	          -55.3	          134.5	               100.1
      32	                     44.2	          -51.0	          130.2	                27.6
      32	                     44.2	          -52.3	          131.5	                94.1
      32	                     44.2	          -58.2	          137.4	                16.5
      32	                     44.2	          -47.4	          126.6	                20.3
      32	                     44.2	          -45.9	          125.1	                64.7
      32	                     44.2	          -51.8	          131.0	                54.8
      32	                     44.2	          -50.8	          130.0	                84.1
      32	                     44.2	          -33.8	          113.0	                79.4
      32	                     44.2	          -57.8	          137.0	                65.5
      32	                     44.2	          -50.2	          129.4	                50.7
      32	                     44.2	          -42.5	          121.7	                29.9
      32	                     44.2	          -42.7	          121.9	                28.7
      32	                     44.2	          -47.6	          126.8	                89.1
      32	                     44.2	          -55.5	          134.7	                99.5
      32	                     44.2	          -49.5	          128.7	                81.3
      32	                     44.2	          -54.5	          133.7	                33.5
      32	                     44.2	          -46.7	          125.9	                97.4
      32	                     44.2	          -66.8	          146.1	                46.0
      32	                     44.2	          -46.7	          125.9	                40.6
      32	                     44.2	          -44.2	          123.4	                97.5
      32	                     44.2	          -43.3	          122.5	                 6.4
      32	                     44.2	          -42.4	          121.6	                12.4
      32	                     44.2	          -30.7	          109.9	                 7.6
      32	                     44.2	          -45.3	          124.5	                33.4
      32	                     44.2	          -45.9	          125.1	                45.9
      32	                     44.2	          -42.9	          122.1	                88.8
      32	                     44.2	          -35.6	          114.8	                 9.1
      32	                     44.2	          -35.4	          114.6	                71.3
      32	                     44.2	          -64.3	          143.5	                81.4
      32	                     44.2	          -50.4	          129.6	                60.0
      32	                     44.2	          -54.2	          133.4	                23.1
      32	                     44.2	          -42.0	          121.2	                68.4
      32	                     44.2	          -50.6	          129.8	                72.8
      32	                     44.2	          -51.1	          130.3	                23.0
      32	                     44.2	          -66.6	          145.8	                97.3
      32	                     44.2	          -54.3	          133.5	                26.7
      32	                     44.2	          -43.6	          122.8	                93.4
      32	                     44.2	          -43.5	          122.8	                89.7
      32	                     44.2	          -36.4	          115.6	                46.9
      33	                     45.0	          -24.9	          104.1	                11.9
      33	                     45.0	          -18.4	           97.6	                 2.5
      33	                     45.0	          -26.5	          105.8	                 9.0
      33	                     45.0	          -24.5	          103.7	                 9.0
      33	                     45.0	          -22.8	          102.0	                 8.0
      33	                     45.0	          -34.8	          114.0	                 4.0
      33	                     45.0	          -25.6	          104.8	                 4.1
      33	                     45.0	          -18.2	           97.4	                 3.6
      33	                     45.0	          -26.3	          105.5	                12.8
      33	                     45.0	          -31.3	          110.5	                 4.6
      33	                     45.0	          -33.1	          112.3	                 1.4
      33	                     45.0	          -31.1	          110.3	                 7.3
      33	                     45.0	          -27.9	          107.1	                14.9
      33	                     45.0	          -23.6	          102.8	                12.4
      33	                     45.0	          -38.8	          118.0	                 9.6
      33	                     45.0	          -28.8	          108.0	                 4.2
      33	                     45.0	          -26.4	          105.6	                13.7
      33	                     45.0	          -33.5	          112.7	                16.1
      33	                     45.0	          -33.1	          112.3	                 8.0
      33	                     45.0	          -32.2	          111.4	                34.7
      33	                     45.0	          -27.9	          107.1	                16.4
      33	                     45.0	          -36.3	          115.5	                25.9
      33	                     45.0	          -33.0	          112.2	                27.5
      33	                     45.0	          -31.5	          110.7	                43.9
      33	                     45.0	          -43.9	          123.1	                66.0
      33	                     45.0	          -23.6	          102.8	                11.1
      33	                     45.0	          -33.1	          112.3	                25.2
      33	                     45.0	          -29.8	          109.0	                14.8
      33	                     45.0	          -46.5	          125.7	                81.1
      33	                     45.0	          -36.9	          116.1	                36.1
      33	                     45.0	          -22.7	          101.9	                 8.3
      33	                     45.0	          -30.2	          109.4	                19.8
      33	                     45.0	          -39.2	          118.4	                15.0
      33	                     45.0	          -29.3	          108.5	                13.4
      33	                     45.0	          -27.8	          107.0	                28.8
      33	                     45.0	          -27.9	          107.1	                12.4
      33	                     45.0	          -40.4	          119.6	                11.7
      33	                     45.0	          -39.7	          118.9	                10.8
      33	                     45.0	          -35.0	          114.2	                16.5
      33	                     45.0	          -24.4	          103.6	                10.8
      33	                     45.0	          -40.1	          119.3	                11.6
      33	                     45.0	          -42.8	          122.0	                48.4
      33	                     45.0	          -34.9	          114.1	                35.7
      33	                     45.0	          -28.5	          107.7	                16.6
      33	                     45.0	          -28.7	          107.9	                10.3
      33	                     45.0	          -25.9	          105.1	                12.9
      33	                     45.0	          -24.4	          103.6	                10.3
      33	                     45.0	          -34.7	          113.9	                14.5
      33	                     45.0	          -22.8	          102.0	                11.3
      33	                     45.0	          -34.6	          113.9	                11.2
      33	                     45.0	          -29.7	          108.9	                 8.0
      33	                     45.0	          -50.4	          129.6	                50.6
      33	                     45.0	          -34.1	          113.3	                 5.2
      33	                     45.0	          -41.1	          120.3	                15.6
      33	                     45.0	          -31.2	          110.4	                12.4
      33	                     45.0	          -41.5	          120.7	                28.5
      33	                     45.0	          -47.3	          126.5	                11.2
      33	                     45.0	          -42.1	          121.3	                23.8
      33	                     45.0	          -32.9	          112.1	                18.4
      33	                     45.0	          -27.6	          106.8	                20.5
      33	                     45.0	          -42.6	          121.8	                24.2
      33	                     45.0	          -28.5	          107.8	                28.7
      33	                     45.0	          -33.4	          112.6	                17.0
      33	                     45.0	          -46.8	          126.0	                22.0
      33	                     45.0	          -33.9	          113.1	                34.6
      33	                     45.0	          -36.7	          115.9	                40.1
      33	                     45.0	          -33.1	          112.3	                22.5
      33	                     45.0	          -27.3	          106.5	                16.0
      33	                     45.0	          -38.8	          118.0	                30.7
      33	                     45.0	          -35.6	          114.8	                36.9
      33	                     45.0	          -31.3	          110.5	                21.3
      33	                     45.0	          -50.1	          129.3	                19.0
      33	                     45.0	          -37.5	          116.7	                35.1
      33	                     45.0	          -25.0	          104.2	                 9.7
      33	                     45.0	          -41.6	          120.8	                13.4
      33	                     45.0	          -36.8	          116.0	                19.9
      33	                     45.0	          -25.4	          104.6	                10.5
      33	                     45.0	          -39.2	          118.4	                44.0
      33	                     45.0	          -43.9	          123.1	                56.3
      33	                     45.0	          -22.7	          101.9	                10.9
      33	                     45.0	          -32.6	          111.8	                15.6
      33	                     45.0	          -28.3	          107.6	                24.7
      33	                     45.0	          -56.5	          135.7	                28.1
      33	                     45.0	          -40.8	          120.1	                14.5
      33	                     45.0	          -49.2	          128.4	                20.1
      33	                     45.0	          -26.9	          106.1	                18.7
      33	                     45.0	          -37.9	          117.1	                28.4
      33	                     45.0	          -27.8	          107.1	                 7.3
      33	                     45.0	          -47.8	          127.0	                36.1
      33	                     45.0	          -38.1	          117.3	                28.3
      33	                     45.0	          -31.7	          110.9	                25.4
      33	                     45.0	          -33.9	          113.1	                33.4
      33	                     45.0	          -24.7	          103.9	                14.2
      34	                     45.9	          -18.9	           98.1	                 4.9
      34	                     45.9	          -24.5	          103.7	                 5.5
      34	                     45.9	          -22.5	          101.7	                 3.4
      34	                     45.9	          -25.3	          104.5	                12.9
      34	                     45.9	          -19.5	           98.7	                 1.9
      34	                     45.9	          -20.7	           99.9	                 0.4
      34	                     45.9	          -29.8	          109.0	                 3.7
      34	                     45.9	          -24.2	          103.4	                13.1
      34	                     45.9	          -24.9	          104.1	                 8.9
      34	                     45.9	          -36.2	          115.4	                10.7
      34	                     45.9	          -33.5	          112.8	                 1.9
      34	                     45.9	          -31.4	          110.6	                11.6
      34	                     45.9	          -31.2	          110.4	                17.1
      34	                     45.9	          -24.5	          103.7	                13.7
      34	                     45.9	          -36.5	          115.7	                 9.9
      34	                     45.9	          -30.5	          109.7	                 4.9
      34	                     45.9	          -31.7	          110.9	                25.4
      34	                     45.9	          -35.9	          115.1	                10.8
      34	                     45.9	          -29.7	          108.9	                 5.0
      34	                     45.9	          -30.1	          109.4	                17.1
      34	                     45.9	          -30.8	          110.0	                18.9
      34	                     45.9	          -35.5	          114.7	                26.2
      34	                     45.9	          -31.0	          110.2	                42.8
      34	                     45.9	          -37.3	          116.5	                24.1
      34	                     45.9	          -48.3	          127.6	                34.9
      34	                     45.9	          -23.2	          102.4	                10.5
      34	                     45.9	          -29.3	          108.5	                 3.6
      34	                     45.9	          -33.2	          112.4	                24.5
      34	                     45.9	          -47.4	          126.6	                35.1
      34	                     45.9	          -40.9	          120.1	                21.0
      34	                     45.9	          -32.4	          111.6	                16.0
